Investigador,Nombre del evento,Tipo,Lugar,Ámbito,Productos asociados,Instituciones asociadas,Participantes,Año
Jorge Enrique GARCIA MELO,Seminario de Enfermedades transmitidas por vectores, Seminario,"BOGOTÁ, D.C.   -",Nacional,Ninguno,"UNIVERSIDAD DE LOS ANDES: Patrocinadora
","JORGE ENRIQUE GARCIA MELO: Organizador
",2001
Jorge Enrique GARCIA MELO,Curso de  Ecología Avanzada, Otro,IBAGUÉ   - UNIVERSIDAD DEL TOLIMA,Nacional,Ninguno,"UNIVERSIDAD DEL TOLIMA: Patrocinadora
","JORGE ENRIQUE GARCIA MELO: Organizador
",2002
Jorge Enrique GARCIA MELO,"Taller internacional de Biología, epidemiología y control de la Tripanosomosis americana y Leishmaniosis.", Taller,IBAGUÉ   - UNIVERSIDAD DEL TOLIMA,Nacional,Ninguno,"UNIVERSIDAD DEL TOLIMA: Patrocinadora
","JORGE ENRIQUE GARCIA MELO: Organizador
",2002
Jorge Enrique GARCIA MELO,Taller de  Principios de observación de Aves, Taller,IBAGUÉ   - UNIVERSIDAD DEL TOLIMA,Nacional,Ninguno,"UNIVERSIDAD DEL TOLIMA: Patrocinadora
","JORGE ENRIQUE GARCIA MELO: Organizador
",1997
Jorge Enrique GARCIA MELO,CURSO INTRODUCTURIO DE ArcView 3.2a APLICADO AL LEVANTAMIENTO DE INFORMACIÓN EN ESTUDIOS DE BIODIVERSIDAD Y CUENCAS HIDROGRAFICAS, Taller,IBAGUÉ   - CORTOLIMA,Nacional,Ninguno,"Corporación Autonoma Regional Del Tolima Cortolima: Patrocinadora
","JORGE ENRIQUE GARCIA MELO: Organizador
",2003
Jorge Enrique GARCIA MELO,"Curso Teórico-Práctico Sistemática de peces Neotropicales (30 horas). Ibagué del 19 al 21 de abril de 2005, orientado por el profesor Paulo Andreas Backup, Ph. D (Curador Colección Ictiológica Museo Nacional Universidad Federal de Río de Janeiro, Brasil).", Taller,IBAGUÉ   - Universidad del Tolima,Nacional,Ninguno,"Grupo de Investigación en Zoología: Patrocinadora
","JORGE ENRIQUE GARCIA MELO: Organizador
",2005
Jorge Enrique GARCIA MELO,XXXVIII Congreso Nacional de Ciencias Biológicas, Congreso,ARMENIA   -,,"ESTUDIO PRELIMINAR DE LA DIVERSIDAD DE LEPIDÓPTEROS DIURNOS (ROPHALOCERA EN LA CUENCA DEL RIO COELLO DEPARTAMENTO DEL TOLIMA.: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
ESTUDIO PRELIMINAR SOBRE ALGUNOS ASPECTOS BIOECOLÓGICOS DEL GÉNERO Trychomycterus, FAMILIA TRICHOMYCTERIDAE (Pises: Siluriformes) EN LA CUENCA DEL RIO COELLO, DEPARTAMENTO DEL TOLIMA.: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
DISTRIBUCIÓN Y DIVERSIDAD DE LA FAMILIA ASTROBLEPIDAE (PISCES, SILUROIDEI) DE LA CUENCA DEL RIO COELLO (TOLIMA).: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
CONTRIBUCIÓN AL CONOCIMIENTO DE LA BIOECOLOGÍA DEL GÉNERO Chaetostoma (Pises: Siluroidei: Loricariidae) DE LA CUENCA DEL RIO COELLO. DEPARTAMENTO DEL TOLIMA.: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
Técnicas y aplicaciones de la fotografía en las ciencias biológicas.: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JORGE ENRIQUE GARCIA MELO: Asistente
",2003
Jorge Enrique GARCIA MELO,XLII CONGRESO NACIONAL DE CIENCIAS BIOLOGICAS, Congreso,BARRANQUILLA   -,,"CUENCAS HIDROGRAFICAS: HISTORIAS A TRAVES DE UNA LENTE . EXPERIENCIAS DE LOS ESTUDIOS DE BIODIVERSIDAD REGIONAL EN EL TOLIMA, CONTADOS CON UNA LENTE DE UNA CAMARA FOTOGRAFICA: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
HERPETOFAUNA DEL DEPARTAMENTO DEL TOLIMA.: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JORGE ENRIQUE GARCIA MELO: Asistente
",2007
Jorge Enrique GARCIA MELO,XXXVI CONGRESO NACIONAL DE CIENCIAS BIOLÓGICAS, Congreso,CARTAGENA DE INDIAS   -,,"CORRELACIÓN ENTRE MARCADORES INDEPENDIENTES NUCLEARES Y MITOCONDRIALES APOYAN LA TEORÍA DE LA REPRODUCCIÓN CLONAL DE Trypanosoma rangeli EN COLOMBIA Y EN AMÉRICA.: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
VARIABILIDAD POBLACIONAL DE Trypanosoma cruzi Y Trypanosoma rangeli EN COLOMBIA REVELADA POR AMPLIFICACIÓN DE ESPACIADORES INTERGÉNICOS DEL GEN MINI-EXON.: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JORGE ENRIQUE GARCIA MELO: Asistente
",2001
Jorge Enrique GARCIA MELO,XLIII CONGRESO NACIONAL DE CIENCIAS BIOLÓGICAS, Congreso,YOPAL   -,,"ANFIBIOS Y REPTILES DE LA CUENCA HIDROGRÁFICA MAYOR DEL RIO LAGUNILLAS, DEPARTAMENTO DEL TOLIMA COLOMBIA.: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JORGE ENRIQUE GARCIA MELO: Asistente
",2008
Jorge Enrique GARCIA MELO,XLIIV CONGRESO NACIONAL DE CIENCIAS BIOLÓGICAS, Congreso,POPAYÁN   -,,"CONTRIBUCIÓN AL ANÁLISIS DEL ESTADO DE CONSERVACIÓN DE LOS PÁRAMOS EN EL DEPARTAMENTO DEL TOLIMA A PARTIR DE LA COMUNIDAD AVIAR Y LOS SITEMAS DE INFORMACIÓN GEOGRÁFICA: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JORGE ENRIQUE GARCIA MELO: Asistente
",2009
Jorge Enrique GARCIA MELO,XLIV CONGRESO NACIONAL DE CIENCIAS BIOLÓGICAS, Congreso,POPAYÁN   -,,"El Tolima El Tolima: Diversidad en el Corazón de los Andes Colombianos: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JORGE ENRIQUE GARCIA MELO: Asistente
",2009
Jorge Enrique GARCIA MELO,III CONGRESO COLOMBIANO DE ZOOLOGÍA, Congreso,MEDELLÍN   -,,"Plan de manejo regional para la conservación de la Danta de Montaña (Tapirus pinchaque) en el departamento del Tolima- Colombia: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
Plan de manejo regional para la conservación del titi gris, Saguinus leucopus (primates - Cebidae) en el departamento del Tolima ¿ Colombia.: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
ESTRATEGIAS DE MANEJO Y CONSERVACIÓN PARA EL PUMA (Puma concolor) EN EL DEPARTAMENTO DEL TOLIMA ¿ Colombia.: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JORGE ENRIQUE GARCIA MELO: Asistente
",","
Jorge Enrique GARCIA MELO,XI CONGRESO COLOMBIANO DE ICTIOLOGÍA Y II ENCUENTRO SURAMERICANO DE ICTIÓLOGOS, Congreso,IBAGUÉ   -,,"Variación morfométrica de las poblaciones de Ageneiosus pardalis (Siluriformes: Auchenipteridae) en Colombia: una especie amenazada de interés comercial: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JORGE ENRIQUE GARCIA MELO: Asistente
",2011
Jorge Enrique GARCIA MELO,II CONGRESO MUNDIAL DE PÁRAMOS, Congreso,   -,,"EL TOLIMA DIVERSIDAD EN EL CORAZÓN DE LOS ANDES COLOMBIANOS: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
DIVERSIDAD Y ABUNDANCIA RELATIVA DE LOS ANFIBIOS PRESENTES EN TRES PARAMOS DEL DEPARTAMENTO DEL TOLIMA, COLOMBIA: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
CARACTERIZACION DEL FITOPLANCTON DE CINCO HUMEDALES DE LA CUENCA MAYOR DEL RIO TOTARE TOLIMA (COLOMBIA).: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JORGE ENRIQUE GARCIA MELO: Asistente
",2009
Jorge Enrique GARCIA MELO, XVI international symposiumon plecoptera, Simposio,   -,,"Rediscovery of Choroterpes Eaton 1881 for south America (Ephemeroptera: Leptophlebiidae: Atalophlebiinae): a nymphal description from an Andean river"": Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JORGE ENRIQUE GARCIA MELO: Asistente
",2008
Jorge Enrique GARCIA MELO,VII Seminario Colombiano de Limnología y I Reunión Internacional sobre rios y humedales neotropicales, Seminario,IBAGUÉ   -,,"ESTRUCTURA DE LA COMUNIDAD DE CHARACIFORMES EN LA CUENCA DEL RÍO PRADO (TOLIMA, COLOMBIA): Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JORGE ENRIQUE GARCIA MELO: Asistente
",2006
Jorge Enrique GARCIA MELO,"lX SEMINARIO COLOMBIANA DE LIMNOLOGÍA Reunión Internacional de Taxonomía y Ecología de Sistemas acuáticos, Continentales y Costeros Tropicales", Seminario,MEDELLÍN   -,,"REPRODUCCIÓN DE PECES MIGRATORIOS EN UN RÍO REGULADO: EL CASO DEL RÍO MAGDALENA EN EL ÁREA DEL PROYECTO HIDROELÉCTRICO EL QUIMBO: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JORGE ENRIQUE GARCIA MELO: Asistente
",2012
Olimpo Jose Garcia Beltran,VI Congreso Colombiano de Fitoquimica, Congreso,BARRANQUILLA   - Hotel Puerta del Sol,Nacional,Ninguno,"UNIVERSIDAD DEL ATLÁNTICO: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Organizador
",1999
Olimpo Jose Garcia Beltran,Primer Encuentro Sobre Recursos Naturales y Ambientales, Encuentro,MONTERÍA   - Universidad de Cordoba,Nacional,Ninguno,"UNIVERSIDAD DE CORDOBA: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Organizador
",1999
Olimpo Jose Garcia Beltran,Administrar un Concepto de tod, Seminario,Sinselejo   - Teatro Municipal,Nacional,Ninguno,"UNIVERSIDAD DE SUCRE: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Organizador
",1999
Olimpo Jose Garcia Beltran,Introduccion a la Investigacion, Seminario,SINCELEJO   - Universidad de Sucre,Nacional,Ninguno,"UNIVERSIDAD DE SUCRE: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Organizador
",1999
Olimpo Jose Garcia Beltran,II Encuentro Cientifico de Estudiantes de Biologia, Encuentro,"BOGOTÁ, D.C.   - Auditorio Alfonso Lopez",Nacional,Ninguno,"UNIVERSIDAD NACIONAL DE COLOMBIA: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Organizador
",2000
Olimpo Jose Garcia Beltran,XXXV Congreso Nacional de Ciencias Biologicas, Congreso,MEDELLÍN   -,,"Estudio Quimico de Celtis trinervia Lam Y Evaluacion dela Actividad Ttoxicas y Antifungicas: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"OLIMPO JOSE GARCIA BELTRAN: Asistente
",2000
Olimpo Jose Garcia Beltran,VII Congreso Nacional Dde Fitoquimica, Congreso,"BOGOTÁ, D.C.   -",,"Etnobotanica de Especies Arboreas y Arbustivas de la ]Familia Rutaceae, Myristicaceae, Meliaceae, Apocynaceae y Annonaceae de Montes de maria Serrania de Coraza: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
",Ninguno,"OLIMPO JOSE GARCIA BELTRAN: Asistente
",2002
Olimpo Jose Garcia Beltran,VIII Congreso Latinoamericano y II Colombiano de Botanica, Congreso,CARTAGENA DE INDIAS   -,,"Quimica de Rutaceaes Colombianas Relacion Quimiotaxonomica: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"OLIMPO JOSE GARCIA BELTRAN: Asistente
",2002
Olimpo Jose Garcia Beltran,VIII Congreso Colombiano de Fitoquímica, Congreso,SINCELEJO   - Sincelejo,Nacional,"¿	Espectroscopia RMN como herramienta en la elucidación estructural de coumarinas 3(1¿,1¿-dimetilalil) sustituidas aisladas de Esenbeckia alata (Karst & Triana) Tr. & Pl. (Rutaceae): Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE SUCRE: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Ponente magistral
",2005
Olimpo Jose Garcia Beltran,VI Simposio Internacional Química de Productos Naturales y sus Aplicaciones, Simposio,Concepción   - Termas de Chillan,Internacional,"¿	Alcaloides aislados de especies de Eritrina y evaluación de su afinidad por receptores nicotínicos: Demás trabajos - Demás trabajos - Póster
","Universidad Del Bio Bio: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Ponente
",2007
Olimpo Jose Garcia Beltran,6th Workshop of Computational Chemistry and Molecular Spectroscopy, Otro,Santiago   - Punta de Tralca,Internacional,"Molecular Docking of Erythrinoids, Competitive and Selective Antagonists at the a4ß2 Neuronal Nicotinic Acetylcholine Receptor Subtype: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD ANDRES BELLO: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Ponente
",2008
Olimpo Jose Garcia Beltran,XXVIII Jornadas Chilenas de Química, Congreso,Chillan   - Termas de Chillan,Nacional,"Síntesis y Determinación de las Propiedades Ácido-Base en los Estados Electrónicos Fundamental y Excitado de 7-Hidroxi-4-metilcumarina y 5,7-Dihidroxi-4-metilcumarina: Demás trabajos - Demás trabajos - Póster
","Sociedad Chilena De Química: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Ponente
",2009
Olimpo Jose Garcia Beltran,XVII SINAQO (Simposio Nacional de Química Orgánica), Otro,Mendoza   - Mendoza-Argentina,Nacional,"Diseño y Síntesis de Quimiosensores Fluorescentes Adecuados Para Fe+3: Demás trabajos - Demás trabajos - Póster
","Sociedad Argentina en Investigaciones en Quimica Organica: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Ponente
",2009
Olimpo Jose Garcia Beltran,"XXIX Congreso Latinoamericano de Química, Cartagena-Colombia", Congreso,CARTAGENA DE INDIAS   - Centro de Convenciones,Internacional,"Síntesis y Evaluación como Quimiosensor Específico para Fe+3 de Ácido-2,2´-((7-hidroxi-2-oxo-2H-cromen-4-il)metilazanediil)diacético Y N-(1,3-dihidroxi-2-(hidroximetil(propan-2-il)-2-(7-hidroxi-2-oxo-2H-cromen-4-il)acetamida: Demás trabajos - Demás trabajos - Póster
","Scadia SAS: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Ponente
",2010
Olimpo Jose Garcia Beltran,XVIII SINAQO (Simposio Nacional de Química Orgánica), Otro,Córdoba   - Villa de Carlos Paz,Internacional,"Síntesis de un quimiosensor ¿turn-on¿ selectivo para Cu+2: Demás trabajos - Demás trabajos - Póster
","Sociedad Argentina en Investigaciones en Quimica Organica: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Ponente
",2011
Olimpo Jose Garcia Beltran,Fourth international workshop on iron and copper homeostasis, Otro,Pucon   - Gran Hotel-Pucón (Chile),Internacional,"Synthesis of fluorescent probes selective for iron and their biological applicability: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE CHILE: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Ponente
",2011
Olimpo Jose Garcia Beltran,VII Simposio Internacional Química de Productos Naturales y sus Aplicaciones, Otro,Talca   - Universidad de Talca,Internacional,"Esculetina y escopoletina; cumarinas naturales como sensores de hierro: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE TALCA: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Ponente
",2012
Olimpo Jose Garcia Beltran,XIX SINAQO (Simposio Nacional de Química Orgánica), Simposio,Mar del Plata   - Mar del Plata,Internacional,"Síntesis de Oxima Derivada de Cumarina como Sensor Específico de Cu+2 y Aplicación Biológica: Demás trabajos - Demás trabajos - Póster
","Sociedad Argentina en Investigaciones en Quimica Organica: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Ponente
",2013
Olimpo Jose Garcia Beltran,XXXI Congreso Latinoamericano de Química, Congreso,Ciudad de Mexico   - Hotel Sheraton,Internacional,"Diseño y Síntesis de una Nueva Sonda Fluorescente ¿Turn-on¿ Basada en Rodamina Selectiva a Cu2+: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","MARCIAL ANTONIO FUENTES ESTRADA: Ponente
OLIMPO JOSE GARCIA BELTRAN: Ponente
VICTOR VARGAS: Ponente
",2014
Olimpo Jose Garcia Beltran,XXXI Congreso Latinoamericano de Química, Congreso,Ciudad de Mexico   - Hotel Sheraton,Internacional,"Síntesis, Estudio Fotofísico de Derivados de TEMPO-Cumarinas y su Actividad Quelante: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
Universidad De Chile - Facultad De Medicina: Patrocinadora
","MARCO NUNEZ: Ponente
OLIMPO JOSE GARCIA BELTRAN: Ponente
",2014
Olimpo Jose Garcia Beltran,XXXI Congreso Latinoamericano de Química, Congreso,Ciudad de Mexico   - Hotel Sheraton,Internacional,"Reacción de O-(4-fenil)S-(4-cloro)diocarbamato con morfolina. Efecto del disolvente sobre la nucleofugacidad.: Demás trabajos - Demás trabajos - Póster
","Pontificia Universidad Católica De Chile: Patrocinadora
UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALVARO CANETE: Ponente
JOSE SANTOS: Ponente
OLIMPO JOSE GARCIA BELTRAN: Ponente
",2014
Olimpo Jose Garcia Beltran,XXXI Congreso Latinoamericano de Química, Congreso,"BOGOTÁ, D.C.   - Hotel Sheraton",Internacional,"Un raro diterpeno de Azorella trifurcata (Gaertn) Pers: Demás trabajos - Demás trabajos - Póster
","Pontificia Universidad Católica De Chile: Patrocinadora
UNIVERSIDAD DE CHILE: Patrocinadora
UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","ALVARO CANETE: Ponente
AURELIO SAN MARTIN: Ponente
BEATRIZ SEPULVEDA: Ponente
CARLOS ARECHE: Ponente
MARIO SIMIRGIOTIS: Ponente
OLIMPO JOSE GARCIA BELTRAN: Ponente
",2014
Olimpo Jose Garcia Beltran,XXVIII Anual Meeting of Sociedad de Biología Celular de Chile, Encuentro,Puerto Varas   - Puerto Varas-Chile,Internacional,"7-hydroxicoumarins are protective agents against dopaminergic neurotoxicity-induced by Parkinsonian toxin MPP+: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE CHILE: Patrocinadora
","MARCO NUNEZ: Ponente
OLIMPO JOSE GARCIA BELTRAN: Ponente
",2014
Olimpo Jose Garcia Beltran,9th Workshop of Computational Chemistry and Molecular Spectroscopy, Encuentro,Valparaíso   - Punta de Tralca,Internacional,"A Classical molecular dynamics study on the insertion of the probe (E)-7- (diethylamino)-2-oxo-2H-chromene-3- carbaldehydeoxime on a lipid bilayer: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD ANDRES BELLO: Patrocinadora
","JULIO CABALLERO: Ponente
OLIMPO JOSE GARCIA BELTRAN: Ponente
OSVALDO YANEZ: Ponente
",2014
Olimpo Jose Garcia Beltran,"Congreso Latinoamericano de Fisicoquímica Orgánica ""CLAFQO-13""", Congreso,Córdoba   -,Internacional,"Supramolecular interaction between coumarin-derivative dyes and Curcubit[7]uril. Prospective application in determination of mercuric ions in aqueous medium: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE CHILE: Patrocinadora
UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Ponente
",2015
Olimpo Jose Garcia Beltran,"Congreso Latinoamericano de Fisicoquímica Orgánica ""CLAFQO-13""", Congreso,Córdoba   -,Internacional,"Solvent effect on nucleofugality. The reaction of O-(4-nitrophenyl S-(4-chlorophenyl) dithiocarbonate with morpholine: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE CHILE: Patrocinadora
UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","OLIMPO JOSE GARCIA BELTRAN: Ponente
",2015
