Grupo,Nombre del Evento,Tipo,Lugar,Institución,Participación,Ámbito,Año,Mes,Día,Palabras,Area,Sectores
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Semana Universitaria de Investigaciones 2020, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2020,12,03 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Semana de Investigación Universitaria 2020, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2020,12,03 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Tercer encuentro de semilleros de investigación de la Facultad de Humanidades, Artes y Ciencias Sociales", Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2020,11,10 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,I Congreso Internacional en Desarrollo Regional, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2020,10,22 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,3a edición Premio Interamericano en Modelos Educativos Innovadores en Educación Superior (Premio MEIN-2020), Otro ,Monterrey, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2020,10,19 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,CONGRESO LATINOAMERICANO DE EDUCACIÓN (ELE 2020), Congreso ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2020,10,07 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Encuentro Latinoamericano de Educación, Congreso ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2020,10,07 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,32nd European Modeling & Simulation Symposium (EMSS 2020), Simposio ,Viena, Cranfield University, Ponente, Internacional, 2020,09,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,III International Seminar on pedagogical practice, Seminario ,CÚCUTA, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Internacional, 2020,08,28 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,FEST Creativo Digital, Congreso ,IBAGUÉ, CORPORACION UNIFICADA DE EDUCACION SUPERIOR CUN, Ponente Magistral, Nacional, 2020,05,28 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Pensando Educación, Encuentro ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2020,05,18 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Segunda Jornada de Reflexión de la Facultad de Humanidades, Artes y Ciencias Sociales", Taller ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Compilador de memorias , Organizador", Nacional, 2020,01,31 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Business Systems Laboratory International Symposia, Congreso ,Alicante, Business Systems Laboratory, Ponente, Internacional, 2020,01,22 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Encuentro Anual de Profesores Innovadores, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2019,12,06 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Towards a Global Research Agenda for Transformative Innovation Policy, Congreso ,Valencia, Transformative Innovation Policy Consortium (TIPC)," Ponente Magistral , Ponente", Internacional, 2019,11,04 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XVIII Congreso Latino-Iberoamericano de Gestión Tecnológica - ALTEC 2019, Congreso ,MEDELLÍN, Asociación Latinoamericana de Gestión de la Innovación Tecnológica, Ponente, Internacional, 2019,10,30 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,II Encuentro Red MULTIBIEN, Encuentro ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Asistente, Internacional, 2019,10,15 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VII Foro Regional CAMINOS INNOVADORES PARA UNA RESPONSABILIDAD SOCIAL EN EL HABITAR EN NUESTRA CASA COMÚN, Congreso ,Valparaíso, UNIVERSIDAD DE IBAGUÉ," Asistente , Ponente", Internacional, 2019,10,03 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Segundo simposio en educación 2019, Simposio ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2019,09,27 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,II SImposio en Educación, Simposio ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2019,09,27 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Encuentro Nacional de Experiencias Vivas, Encuentro ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2019,09,13 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Encuentro Nacional de experiencias vivas, Encuentro ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2019,09,13 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,I simposio nacional de sald mental, Simposio ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2019,09,06 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,IV simposio departamental de salud mental, Simposio ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2019,09,06 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,22 Seminario Internacional de Aprendizaje y Servicio Solidario, Seminario ,Buenos Aires, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2019,08,29 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,V Jornada de Investigadores sobre Aprendizaje-Servicio, Otro ,Buenos Aires, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2019,08,28 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,V Jornada de Investigadores sobre Aprendizaje-Servicio, Otro ,Buenos Aires, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2019,08,28 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Diseño de ambientes de aprendizaje y experiencias de innovación para la transformación educativa, Encuentro ,Buenos Aires, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2019,08,13 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VIII Ciclo de conferencias sobre educación superior ¿Diseño de Comunidades de Aprendizaje y Experiencias Innovadoras de Transformación Educativa¿, Encuentro ,Buenos Aires, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2019,08,13 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Primer Encuentro Internacional Futuros, Diseños y Sures", Encuentro ,"BOGOTÁ, D.C.", Universidad Jorge Tadeo Lozano," Organizador , Ponente", Internacional, 2019,08,08 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Latin American Conference on Complex Networks, Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD DE IBAGUÉ," Organizador , Ponente", Internacional, 2019,08,05 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Cátedra Eric McLuhan, Otro ,"BOGOTÁ, D.C.", UNIVERSIDAD DE LA SABANA, Asistente, Internacional, 2019,07,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO, XXXVII Congreso Interamericano de Psicología, Congreso ,La Habana, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2019,07,15 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XXXVII Congreso Interamericano de Psicología, Congreso ,La Habana, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2019,07,15 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XXXVII Congreso Interamericano de Psicología, Congreso ,La Habana, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2019,07,15 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Tercer Encuentro Latinoamericana de enseñanza Aprendizaje, Encuentro ,BARRANQUILLA, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2019,06,27 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XIII Congreso Colombiano de Transporte y Transito ¿ CCTT2019, Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2019,06,26 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,IISE Annual Conference & Expo, Congreso ,"Orlando, FL",  INSTITUTE OF INDUSTRIAL AND SYSTEMS ENGINEERS, Ponente, Internacional, 2019,05,18 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Respirando Región, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2019,05,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VI Encuentro regional de la red de universidades promotoras de la salud nodo Tolima, Encuentro ,IBAGUÉ, UNIVERSIDAD DEL TOLIMA, Organizador, Nacional, 2019,04,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VI Encuentro regional de la red de universidades promotoras de la salud nodo Tolima, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2019,04,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Conflicto, Comunicación y Salud Mental:Experiencias sobre trabajo práctico con víctimas y su proceso de recuperación", Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2019,01,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Conflicto, comunicación y salud mental: Experiencias sobre trabajo práctico con víctimas y su proceso de recuperación", Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2019,01,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Conflicto, comunicación y salud mental: Experiencias sobre trabajo práctico con víctimas y su proceso de recuperación", Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2019,01,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Primera Jornada de Reflexión Facultad de Humanidades, Artes y Ciencias Sociales", Taller ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2018,12,14 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"""Hacia una Agenda de Investigación sobre Conocimiento Científico, Sociedad y Construcción de Paz en Colombia""", Taller ,"BOGOTÁ, D.C.", Instituto COLOMBO ALEMAN PARA LA PAZ (CAPAZ), Ponente Magistral, Nacional, 2018,12,09 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Octava Muestra de proyectos de Diseño, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2018,11,23 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XI Curso Anual De La Escuela Latinoamericana de Pensamiento y Diseño Sistémico, Congreso ,Puerto Montt, UNIVERSIDAD DE LOS ANDES," Ponente Magistral , Ponente", Internacional, 2018,11,05 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,V Congreso Nacional de Instituciones de Educación Superior y Universidades Promotoras de Salud REDCUPS 2018, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2018,10,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,V Congreso Nacional de Instituciones de Educación Superior y Universidades Saludables, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2018,10,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,V Congreso Nacional de Instituciones de Educación Superior y Universidades Saludables, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2018,10,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,2 Workshop internacional: investigación en imaginarios y representaciones, Otro ,Concepción, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2018,10,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"XX CONGRESO PANAMERICANO DE INGENIERÍA DE TRÁNSITO, TRANSPORTE Y LOGÍSTICA 2018", Congreso ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Internacional, 2018,09,26 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Xx Congreso Panamericano de Ingeniería de Tránsito, Transporte y Logística 2018", Congreso ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2018,09,26 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Conferencia Internacional LAURDS, Congreso ,SANTA MARTA, Latin American University Research and Doctoral Support, Ponente Magistral, Internacional, 2018,09,25 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,7° Congreso Internacional de Educación Abrapalabra, Congreso ,IBAGUÉ, FundaciÃ³n Abrapalabra, Ponente, Internacional, 2018,09,20 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Primer Encuentro de Semilleros de Investigación RAD, Encuentro ,CALI, Asociacion Colombiana Red Académica De Diseño," Asistente , Ponente", Nacional, 2018,09,17 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Primer Encuentro de Semilleros de Investigación en Diseño, Encuentro ,CALI, UNIVERSIDAD DE IBAGUÉ, Asistente, Nacional, 2018,09,17 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Diseñar Futuros - conversatorio con Arturo Escobar y Tony Fry, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Organizador , Traductor simultaneo", Internacional, 2018,09,15 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Futurar - charla abierta con Tony Fry, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Organizador , Traductor simultaneo", Nacional, 2018,09,14 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"Colombia, de la guerra a la paz", Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2018,09,04 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XIV Congreso de la Asociación Latinoamericana de Investigadores de la Comunicación. comunicación en sociedades diversas, Congreso ,San José, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2018,07,30 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Taller de Reflexión y Planeación: Territorio y Universidad, Taller ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Organizador , Ponente Magistral", Nacional, 2018,07,27 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"LAURDS International Conference: Perspectives on Culture, Research Strategy an Doctoral Studies in Latin America", Congreso ,Ibarra, Latin American University Research and Doctoral Support, Ponente, Internacional, 2018,07,25 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Seminario Gestión de Educación e Internacionalización en las IES, Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Internacional, 2018,07,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Charla con Grace Turtle sobre otras posibilidades laborales para diseñadores, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Internacional, 2018,07,13 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"The 22nd Multi-conference on Systemics, Cybernetics and Informatics: WMSCI 2018", Congreso ,Orlando Florida, International Institute of Informatics and Systemics, Ponente, Internacional, 2018,07,08 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Una aproximación desde la cibernética y las artes teatrales a la comprensión y conducción de instituciones de Educación Superior, Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Traductor simultaneo, Internacional, 2018,07,03 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,II simposio departamental en salud mental, Simposio ,IBAGUÉ, CORPORACIÓN PROYECTANDO FUTURO, Ponente Magistral, Nacional, 2018,06,08 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,IX Reunión de Teoría Arqueológica de América del Sur, Encuentro ,Ibarra, UNIVERSIDAD DE IBAGUÉ," Asistente , Ponente", Internacional, 2018,06,04 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Séptima Muestra de Diseño, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2018,05,29 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,17 Festival Internacional de la Imagen, Otro ,MANIZALES, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2018,05,07 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO, VI Meeting of the LAURDS project, Encuentro ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ, Asistente, Internacional, 2018,04,27 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Seminario Internacional de Estudiantes y Tutores Doctorales: Apoyando Estudios Doctorales Efectivos, Seminario ,"BOGOTÁ, D.C.", Latin American University Research and Doctoral Support, Ponente Magistral, Nacional, 2018,04,26 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Transport Research Arena TRA2018, Congreso ,Viena, AVL, Ponente, Internacional, 2018,04,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Transport Research Arena 2018, Congreso ,Viena, UNIVERSIDAD DE IBAGUÉ," Asistente , Ponente", Internacional, 2018,04,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Segundo Encuentro Internacional: Experiencias Investigativas en Arquitectura y Diseño, Encuentro ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2018,04,11 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Segunda cátedra de ética periodística Javier Darío Restrepo, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2018,02,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,La ética periodística en la era de la posverdad, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2018,02,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Sexta Muestra de Diseño, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2017,11,21 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,X Curso Anual De La Escuela Latinoamericana de Pensamiento y Diseño Sistémico, Congreso ,Huancayo, Universidad de los Andes Venezuela, Ponente Magistral, Internacional, 2017,10,30 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Escuela Latino Americana de Pensamiento y Diseño Sistémico, Congreso ,Huancayo, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2017,10,30 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,X CURSO ANUAL DE LA ESCUELA LATINOAMERICANA DE PENSAMIENTO Y DISEÑO SISTÉMICO, Congreso ,Huancayo, UNIVERSIDAD DE IBAGUÉ, Organizador, Internacional, 2017,10,30 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VIII Conferencia internacional de psicología de la salud, Congreso ,La Habana, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2017,10,30 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VI Congreso de Medicina Social y Salud Colectiva, Congreso ,San Cristobla de las Casas, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2017,10,18 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,IV Encuentro regional de universidades promotoras de la salud, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2017,10,05 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Semana de Investigación Universitaria SIU 2017, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2017,09,27 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Semana de Investigación Universitaria SIU 2017, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2017,09,27 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Semana Universitaria de Investigaciones, Simposio ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2017,09,27 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Cómo tejer un Kimono y otras reflexiones urgentes sobre el humanismo, Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2017,08,17 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Primer Congreso Internacional de Diseño Industrial, Congreso ,CALI, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2017,08,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XII Congreso Colombiano de Tránsito y Transporte, Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE LOS ANDES, Ponente, Nacional, 2017,07,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XII Congreso Colombiano de Tránsito y Transporte, Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE LOS ANDES, Ponente, Nacional, 2017,07,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XII Congreso Colombiano de Transporte y Tránsito, Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ," Asistente , Organizador , Ponente Magistral , Ponente", Nacional, 2017,07,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,23th Annual International Sustainable Development Research Society (ISDRS) Conference, Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE LOS ANDES, Ponente Magistral, Internacional, 2017,07,14 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Quinta Muestra de Diseño, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2017,05,25 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Cátedra Salud y Sociedad - Universidad Industrial de Santander., Seminario ,Buenos Aires, UNIVERSIDAD  INDUSTRIAL DE SANTANDER, Ponente Magistral, Nacional, 2017,05,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Salón de arte plástico imagen y talento, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2017,05,15 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,El diseño socio-comunicativo de la industria azucarera en Colombia, Taller ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Organizador , Ponente", Nacional, 2017,02,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Primera Cátedra de ética periodística Javier Darío Restrepo, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2017,02,09 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,WOSC 17th Congress 2017, Congreso ,Roma, UNIVERSIDAD DE IBAGUÉ," Asistente , Compilador de memorias , Organizador , Ponente", Internacional, 2017,01,25 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,IEMS'17 - 8th Industrial Engineering and Management Symposium, Simposio ,Porto, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2017,01,05 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Escuela Latino Americana de Pensamiento Sistémico y Diseño, Congreso ,BUCARAMANGA, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,11,30 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,IX CURSO ANUAL DE LA ESCUELA LATINOAMERICANA DE PENSAMIENTO Y DISEÑO SISTEMICO, Congreso ,Santiago , UNIVERSIDAD DE IBAGUÉ," Organizador , Ponente", Internacional, 2016,11,30 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,IX Curso Anual de la Escuela Latinoamericana de Pensamiento y Diseño Sistémico, Congreso ,Santiago, UNIVERSIDAD DE LOS ANDES, Ponente Magistral, Internacional, 2016,11,30 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Cuarta Muestra de Diseño, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2016,11,22 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Descifrando las Dinámicas de la Movilidad en Ibagué, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2016,11,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Taller Descifrando las dinámicas de la movilidad en Ibagué, Taller ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2016,11,16 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XIX Congreso Latinoamericano de Transporte Público y Urbano, Congreso ,Montevideo, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,11,07 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Taller de Diseño de Espacios Públicos para Ibagué, Taller ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2016,10,29 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,IV Congreso de la Red Colombiana de Universidades Promotoras de la Salud - Nodo Nariño, Congreso ,Buenos Aires, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2016,10,26 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,IV Congreso nacional de universidades promotoras de salud, Congreso ,PASTO, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2016,10,26 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XIX Encuentro Nacional y XIII Internacional de Semilleros de Investigación, Encuentro ,CÚCUTA, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,10,14 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Conferencia regional de salud mental comunitaria, Congreso ,Lima, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,10,10 ,,,
