Grupo,Nombre del producto,Tipo,Autores,Lugar,Editorial,DOI,ISSN,Revista,Año,Volumen,Fasciculo,Página inicial,Página final,Palabras,Area,Sectores
NATURATU,Coumarin-based fluorescent probes for dual recognition of Copper(II) and Iron(III) ions: Their application in bio-imaging, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, BRUCE CASSELS NIVEN, MARCO NUNEZ, NATALIA MENA, MARGARITA ALIAGA, PAULINA PAVEZ, NATALIA MARTINEZ, CLAUDIO PEREZ",Suiza, Sensors ,10.3390/s140101358, 1424-8220, Sensors , 2014,14 ,N/A , 1358 , 1371,,,
NATURATU,Coumarin-Based Fluorescent Probes for Dual Recognition of Copper(II) and Iron(III) Ions and Their Application in Bio-Imaging, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, MARGARITA ELLY ALIAGA MIRANDA",Suiza, Sensors ,doi:10.3390/s140101358, 1424-8220, Sensors , 2014,14 , , 1358 , 1371,,,
NATURATU,(E)-2-(Benzo[d]thiazol-2-yl)-3-heteroarylacrylonitriles as efficientMichael acceptors for cysteine: Real application in biological imaging, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, MARGARITA ALIAGA, WILLIAM TIZNADO, PAULINA PAVEZ, PEDRO DE LA TORRE, LUIS ASTUDILLO, MARGARITA GUTIERREZ, JORGE TRILLERAS, PEDRO LUIS DE LA TORRE MARQUEZ, JORGE ENRIQUE TRILLERAS VASQUEZ",Colombia, Sensors and Actuators,10.1016/j.snb.2013.12.001, 0925-4005, Sensors and Actuators, 2014,193 ,N/A , 391 , 399,,,
NATURATU,A coumarinylaldoxime as a specific sensor for Cu2+ and its biological application, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, BRUCE CASSELS NIVEN, MARCO NUNEZ, OSVALDO YANEZ, JULIO CABALLERO, NATALIA MENA",Colombia, Tetrahedron Letters ,10.1016/j.tetlet.2013.12.033, 0040-4039, Tetrahedron Letters , 2014,55 ,N/A , 873 , 876,,,
NATURATU,"Design, synthesis and cellular dynamics studies in membranes of a new coumarin-based turn-off fluorescent probe selective for Fe2+", Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, BRUCE CASSELS NIVEN, NATALIA MENA, VICTOR VARGAS, MARCO NUNEZ, OSVALDO YANEZ, JULIO CABALLERO",Colombia, European Journal of Medicinal Chemistry ,10.1016/j.ejmech.2013.06.022, 0223-5234, European Journal of Medicinal Chemistry , 2013,67 ,N/A , 60 , 63,,,
NATURATU,Photoluminescence from germanate glasses containing silicon nanocrystals and erbium ions, Publicado en revista especializada," DIEGO S DA SILVA, LUZ PATRICIA NARANJO RIANO, CID DE ARAUJO, LUCIANA KASSAB",Alemania, Applied Physics B: Lasers and Optics ,, 1432-0649, Applied Physics B: Lasers and Optics , 2012,106 ,N/A , 1015 , 1018,,,
NATURATU,Electronic band structure of the Pt(1 1 1) surface: An ab initio and tight-binding study ¿ I, Publicado en revista especializada," HERNAN JAVIER HERRERA SUAREZ, RITO DANIEL OLGIN MELO, ALBERTO RUBIO PONCE",Alemania, Computational Materials Science ,, 0927-0256, Computational Materials Science , 2012,56 ,1 , 141 , 146,,,
NATURATU,Physicochemical characterization of traditional and commercial instant corn flours prepared with threshed white corn, Publicado en revista especializada, LUZ ADRIANA SANCHEZ ECHEVERRI,Colombia, CYTA - Journal of Food ,10.1080/19476337.2011.653694, 1947-6345, CYTA - Journal of Food , 2012,10 ,4 , 287 , 295,,,
NATURATU,Electronic band structure of platinum low¿index surfaces: an ab initio and tight¿binding study. II, Publicado en revista especializada, HERNAN JAVIER HERRERA SUAREZ,México, Revista Mexicana de Fisica ,, 0035-001X, Revista Mexicana de Fisica , 2012,58 ,1 , 46 , 54,,,
NATURATU,A CORRELATION BETWEEN SOLUBLE AND INSOLUBLE FIBER WITH THE ELASTIC MODULUS IN FOUR VARIETIES OF BAMBOO, Publicado en revista especializada, LUZ ADRIANA SANCHEZ ECHEVERRI,México, Materials Research Society Symposia Proceedings ,, 0272-9172, Materials Research Society Symposia Proceedings , 2010,1277 ,N/A , 1 , 4,,,
NATURATU,El aprendizaje basado en problemas (ABP) aplicado a las ecuaciones diferenciales, Publicado en revista especializada," NYCKYIRET FLOREZ BARRETO, MYRIAM CECILIA GUERRERO PAVA, MARIA CARMENZA DIAZ MARTINEZ, CARLOS EDUARDO BELTRAN",Colombia, Perspectivas Educativas ,, 2027-3401, Perspectivas Educativas , 2008,1 , , 1 , 280,,,
NATURATU,El aprendizaje basado en problemas ABP aplicado a las ecuaciones diferenciales, Publicado en revista especializada, CARLOS EDUARDO BELTRAN REYES,Colombia, Perspectivas Educativas ,, 2027-3401, Perspectivas Educativas , 2008,1 ,N/A , 195 , 210,,,
NATURATU,El aprendizaje basado en problemas ABP en ecuaciones diferenciales, Publicado en revista especializada," MARIA CARMENZA DIAZ MARTINEZ, MAUBRICIO VARGAS, MYRIAM CECILIA GUERRERO PAVA, CARLOS EDUARDO BELTRAN REYES, NYCKYRET FLOREZ BARRETO",Colombia, Memorias ,, 0, Memorias , 2008, , ,  , ,,,
NATURATU,Modelos de Promostico Agricultura Ecologica del Tolima, Publicado en revista especializada, MARIA CARMENZA DIAZ MARTINEZ,Colombia, INFI ,, 0, INFI , 2008, , ,  , ,,,
NATURATU,Sistemas de tratamiento y reuso de aguas residuales domésticas. Una solución al problema de contaminación hídrica, Publicado en revista especializada, HECTOR MAURICIO HERNANDEZ SARABIA,Colombia, Cuadernos De Investigación ,, 1657-401X, Cuadernos De Investigación , 2007,12 ,1 , 37 , 45,,,
NATURATU,"Bandas de energía, origen y consecuencias", Publicado en revista especializada, HERNAN JAVIER HERRERA SUAREZ,México, Latin-American Journal Of Physics Education   , http://dx.doi.org/10.1119/1.2895684, 1870-9095, Latin-American Journal Of Physics Education   , 2007,1 ,1 , 89 , 94,,,
NATURATU,Effect of giant electric fields on the optical properties of GaN quantum wells., Publicado en revista especializada, HERNAN JAVIER HERRERA SUAREZ,México, Revista Mexicana de Fisica ,, 0035-001X, Revista Mexicana de Fisica , 2007,53 ,4 , 303 , 306,,,
NATURATU,Sistema de Información Geografica de Producción, Corto (Resumen)," MARIA CARMENZA DIAZ MARTINEZ, LUIS AUGUSTO OCAMPO OSORIO, MONICA PATRICIA VALBUENA HERNANDEZ, HERNAN MEZA",Colombia, Jornada de Investigación Facultad de Ingeniería ,, 0, Jornada de Investigación Facultad de Ingeniería , 2007,1 ,1 ,  , ,,,
NATURATU,Estructura electrónica de superficies: estados de superficie y estados resonantes del Calcio, Publicado en revista especializada," HERNAN JAVIER HERRERA SUAREZ, CESAR MORA LEY",México, Revista Mexicana de Fisica ,, 0035-001X, Revista Mexicana de Fisica , 2006,52 ,6 , 534 , 539,,,
NATURATU,Luminescence Enhacencement of Pb2+ ions in TeO2-PbO-GeO2, Publicado en revista especializada," LUZ PATRICIA NARANJO RIANO, CID DE ARAUJO, LUCIANA KASSAB",Estados Unidos, Journal of Applied Physics ,, 0021-8979, Journal of Applied Physics , 2006,99 ,99 , 12352 , 12356,,,
NATURATU,Low interface states and high dielectric constant Y2O3 films on Si, Publicado en revista especializada, HERNAN JAVIER HERRERA SUAREZ,Francia, Journal of Vacuum Science and Technology B: Microelectronics and Nanometer Structures ,, 1071-1023, Journal of Vacuum Science and Technology B: Microelectronics and Nanometer Structures , 2006,24 ,4 , 1873 , 1877,,,
NATURATU,Modelos Matemáticos de Epidemias, Publicado en revista especializada," MAXIMILIANO MACHADO HIGUERA, JAN MEDLOK",Colombia, Cuadernos De La Facultad De Ciencias Naturales Y Matemáticas ,, 0123-9643, Cuadernos De La Facultad De Ciencias Naturales Y Matemáticas , 2006,1 ,N/A , 1 , 49,,,
NATURATU,Aprendizaje basado en problemas, Publicado en revista especializada," MARIA CARMENZA DIAZ MARTINEZ, MYRIAM CECILIA GUERRERO PAVA, CARLOS EDUARDO BELTRAN REYES, NYCKYRET FLOREZ BARRETO",Colombia, Cuadernos de la Universidad de Ibagué ,, 0, Cuadernos de la Universidad de Ibagué , 2006, , , 46 , ,,,
NATURATU,Estudio Determinístico y Probabilístico de un modelo del SIDA, Publicado en revista especializada," MAXIMILIANO MACHADO HIGUERA, JUAN CARLOS CARDENO ARDILA",Colombia, Cuadernos De Investigación ,, 1657-401X, Cuadernos De Investigación , 2006,11 ,N/A , 1 , 139,,,
NATURATU,Determinación del indice de calidad de la quebrada Ambala, Publicado en revista especializada," HECTOR MAURICIO HERNANDEZ SARABIA, LILIANA ROCIO DELGADLLO MIRQUEZ",Colombia, Cuadernos De La Facultad De Ciencias Naturales Y Matemáticas ,, 0123-9643, Cuadernos De La Facultad De Ciencias Naturales Y Matemáticas , 2006,1 ,1 , 4 , 49,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,In vitro and in silico analysis of galanthine from Zephyranthes carinata as an inhibitor of acetylcholinesterase, Publicado en revista especializada," EDISON HUMBERTO OSORIO LOPEZ, NATALIE CHARLOTTE CORTES RENDON, OLIMPO JOSE GARCIA BELTRAN",Países Bajos, Biomedicine and Pharmacotherapy ,10.1016/j.biopha.2022.113016, 0753-3322, Biomedicine and Pharmacotherapy , 2022,150 , , 113016 , 113016-9,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,In vitro and in silico analysis of galanthine from Zephyranthes carinata as an inhibitor of acetylcholinesterase, Publicado en revista especializada, NATALIE CHARLOTTE CORTES RENDON,, Biomedicine and Pharmacotherapy ,10.1016/j.biopha.2022.113016, 1950-6007, Biomedicine and Pharmacotherapy , 2022,150 , ,  , ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Phylogenetic Studies and Metabolite Analysis of Sticta Species from Colombia and Chile by Ultra-High Performance Liquid Chromatography-High Resolution-Q-Orbitrap-Mass Spectrometry, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, ALFREDO JOSE TORRES BENITEZ, ELENA STASHENKO, MARIO SIMIRGIOTIS, BEATRIZ SEPULVEDA, CARLOS ARECHE",Suiza, Metabolites ,10.3390/metabo12020156, 2218-1989, Metabolites , 2022,12 , , 156 , 156,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,"Synthesis, characterization, crystal and molecular structure and theoretical study of N-(naphthalen-1-yl)-2-(piperidin-1-yl) acetamide, a selective butyrylcholinesterase inhibitor", Publicado en revista especializada, EDISON HUMBERTO OSORIO LOPEZ,Países Bajos, Journal of Molecular Structure ,10.1016/j.molstruc.2021.131544, 0022-2860, Journal of Molecular Structure , 2022,1248 , , 131544,1 - 131544-10,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Erythrinoid and indol alkaloids isolated from the seeds of Erythrina rubrinervia Kunth: Chemotaxonomic significance., Publicado en revista especializada," CARLOS ARECHE, OLIMPO JOSE GARCIA BELTRAN, MARIO SIMIRGIOTIS, MARCIAL ANTONIO FUENTES ESTRADA, ALFREDO JOSE TORRES BENITEZ",Reino Unido, Biochemical Systematics and Ecology ,10.1016/j.bse.2021.104295, 0305-1978, Biochemical Systematics and Ecology , 2021,97 , , 104295 , 104295,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Erythrinoid and indol alkaloids isolated from the seeds of Erythrina rubrinervia Kunth: Chemotaxonomic significance, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, MARCIAL ANTONIO FUENTES ESTRADA",, Biochemical Systematics and Ecology ,10.1016/j.bse.2021.104295, 0305-1978, Biochemical Systematics and Ecology , 2021,97 , , 1 , 5,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Theobroma cacao L. compounds: Theoretical study and molecular modeling as inhibitors of main SARS-CoV-2 protease, Publicado en revista especializada, EDISON HUMBERTO OSORIO LOPEZ,Francia, Biomedicine and Pharmacotherapy ,10.1016/j.biopha.2021.111764, 0753-3322, Biomedicine and Pharmacotherapy , 2021,140 , , 111764,1 - 11764-13,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Coumarin-Chalcone Hybrids as Inhibitors of MAO-B: Biological Activity and In Silico Studies, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, CARLOS ARECHE, OSVALDO YANEZ, MARCO NUNEZ",Suiza, Molecules ,10.3390/molecules26092430, 1420-3049, Molecules , 2021,26 , , 2430 , 2430,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,In Silico Study of Coumarins and Quinolines Derivatives as Potent Inhibitors of SARS-CoV-2 Main Protease, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, OSVALDO YANEZ, WILLIAM TIZNADO, CARLOS ARECHE",Suiza, Frontiers in Chemistry ,10.3389/fchem.2020.595097, 2296-2646, Frontiers in Chemistry , 2021,8 , , 595097 , 595097,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Alkaloids of Phaedranassa dubia (Kunth) J.F. Macbr. and Phaedranassa brevifolia Meerow (Amaryllidaceae) from Ecuador and its cholinesterase-inhibitory, Publicado en revista especializada, EDISON HUMBERTO OSORIO LOPEZ,Países Bajos, South African Journal of Botany ,10.1016/j.sajb.2020.09.007, 0254-6299, South African Journal of Botany , 2021,136 , , 91 , 99,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Theobroma cacao L. compounds: Theoretical study and molecular modeling as inhibitors of main SARS-CoV-2 protease, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, CARLOS ARECHE, WILLIAM TIZNADO, OSVALDO YANEZ",Francia, Biomedicine and Pharmacotherapy ,10.1016/j.biopha.2021.111764, 0753-3322, Biomedicine and Pharmacotherapy , 2021,140 , , 111764 , 111764,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Structure¿antioxidant activity relationships in boldine and glaucine: a DFT study, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDISON HUMBERTO OSORIO LOPEZ",Reino Unido, New Journal of Chemistry ,10.1039/D0NJ04028B, 1369-9261, New Journal of Chemistry , 2021,45 , , 590 , 596,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Double-Ring Epimerization in the Biosynthesis of Clavulanic Acid, Publicado en revista especializada, EDISON HUMBERTO OSORIO LOPEZ,Estados Unidos, Journal of Physical Chemistry A ,10.1021/acs.jpca.0c05427, 1520-5215, Journal of Physical Chemistry A , 2020,124 ,45 , 9413 , 9426,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,"A New Electrochemical Method to Detect Sunset Yellow, Tartrazine and Thiomersal in a Pharmaceutical Dose Using a Carbon Paste Electrode Decorated with Molybdenum Oxide", Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL, JOHN JADY HURTADO BELALCAZAR",Alemania, Electroanalysis ,10.1002/elan.202060008, 1521-4109, Electroanalysis , 2020,32 , , 2174 , 2182,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,"In Vitro Anthelmintic Evaluation of Gliricidia sepium, Leucaena leucocephala, and Pithecellobium dulce: Fingerprint Analysis of Extracts by UHPLC-Orbitrap Mass Spectrometry", Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, NESTOR JAIME ROMERO JOLA, ANGEL ENRIQUE CESPEDES RUBIO, CARLOS ARECHE, MARIO SIMIRGIOTIS, JORGE ANDRES CALDERON GUTIERREZ",Suiza, Molecules ,10.3390/molecules25133002, 1420-3049, Molecules , 2020,25 , , 3002 , 3002,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Unique magnetic shielding and bonding in Pnicogen nortricyclane Zintl clusters, Publicado en revista especializada, EDISON HUMBERTO OSORIO LOPEZ,Países Bajos, Chemical Physics Letters ,10.1016/j.cplett.2020.137414, 0009-2614, Chemical Physics Letters , 2020,749 , , 137414,1 - 137414-5,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Chemical Profiling and Cholinesterase Inhibitory Activity of Five Phaedranassa Herb. (Amaryllidaceae) Species from Ecuador, Publicado en revista especializada, EDISON HUMBERTO OSORIO LOPEZ,Suiza, Molecules ,10.3390/molecules25092092, 1420-3049, Molecules , 2020,25 , , 2092,1 - 2092-12,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Biosystem Analysis of the Hypoxia Inducible Domain Family Member 2A: Implications in Cancer Biology, Publicado en revista especializada, NATALIE CHARLOTTE CORTES RENDON,Suiza, Genes ,10.3390/genes11020206, 2073-4425, Genes , 2020,11 , , 1 , 20,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Development of a Low-Cost UV-Vis Spectrophotometer and Its Application for the Detection of Mercuric Ions Assisted by Chemosensors, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, ASTRID YHULEIDY DIAZ NUNEZ, DAVID FERNANDO GONZALEZ MORALES, MARCIAL ANTONIO FUENTES ESTRADA, OSWALDO LOPEZ SANTOS",Suiza, Sensors ,10.3390/s20030906, 1424-8220, Sensors , 2020,20 , , 2 , 16,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Inactivation of Fusarium oxysporum Conidia in Soil with Gaseous Ozone. Preliminary Studies, Publicado en revista especializada, NATALIE CHARLOTTE CORTES RENDON,, Ozone: Science and Engineering ,10.1080/01919512.2019.1608810, 0191-9512, Ozone: Science and Engineering , 2020,42 ,1 , 36 , 42,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Revisiting the Rearrangement of Dewar Thiophenes, Publicado en revista especializada, EDISON HUMBERTO OSORIO LOPEZ,Suiza, Molecules ,10.3390/molecules25020284, 1420-3049, Molecules , 2020,25 , , 284,1 - 284-14,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Sensitive and Profitable Electrochemical Detection of Uric Acid in the Presence of Dopamine with a Novel Carbon Paste Electrode Decorated with a Copper(II) Complex, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL, JOHN JADY HURTADO BELALCAZAR, JORGE ANDRES CALDERON GUTIERREZ",Alemania, Electroanalysis ,10.1002/elan.201900348, 1521-4109, Electroanalysis , 2019,31 ,12 , 2429 , 2436,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,"Simultaneous determination of tartrazine, sunset yellow and allura red in foods using a new cobalt-decorated carbon paste electrode", Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL, JOHN JADY HURTADO BELALCAZAR",, Journal Of Electroanalytical Chemistry ,10.1016/j.jelechem.2019.113517, 1572-6657, Journal Of Electroanalytical Chemistry , 2019,852 , , 113517 , 113517,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Theoretical Study of the Antioxidant Activity of Quercetin Oxidation Products, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDISON HUMBERTO OSORIO LOPEZ",Suiza, Frontiers in Chemistry ,10.3389/fchem.2019.00818, 2296-2646, Frontiers in Chemistry , 2019,7 , , 818,1 - 818-10,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,"Structural, thermodynamic and kinetic factors in the desorption/absorption of a hydrogen molecule in the M3AlH10−xNa (M = Be or Mg; x = 0 or 2) hydrides", Publicado en revista especializada," EDISON HUMBERTO OSORIO LOPEZ, FRANKLIN FERRARO GOMEZ, CACIER ZILAHY HADAD ARRIAGADA, OLIMPO JOSE GARCIA BELTRAN, LEIDY CAROLINA GIRALDO BARRERA",Reino Unido, New Journal of Chemistry ,10.1039/C9NJ02326G, 1369-9261, New Journal of Chemistry , 2019,43 , , 18041 , 18048,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Mechanistic insights into the phosphoryl transfer reaction in cyclin-dependent kinase 2: A QM/MM study, Publicado en revista especializada, EDISON HUMBERTO OSORIO LOPEZ,Estados Unidos, PLoS ONE ,10.1371/journal.pone.0215793, 1932-6203, PLoS ONE , 2019,14 ,9 , 1 , 22,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,"Antiaging activity, molecular docking, and prediction of percutaneous absorption parameters of quinoline¿hydrazone hybrids", Publicado en revista especializada, EDISON HUMBERTO OSORIO LOPEZ,Estados Unidos, Medicinal Chemistry Research ,10.1007/s00044-019-02427-0, 1554-8120, Medicinal Chemistry Research , 2019,28 ,11 , 1959 , 1973,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Photoprotective and Therapeutic Potential in Skin Cancer of Amaryllidaceae Alkaloids, Corto (Resumen), NATALIE CHARLOTTE CORTES RENDON,, Proceedings ,10.3390/proceedings2019022059, 2504-3900, Proceedings , 2019,22 ,N/A , 59 , 59,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Amaryllidaceae Alkaloids from Zephyrantes Carinata and Their Evaluation as Cholinesterases (AChE and BChE) Inhibitors, Corto (Resumen), NATALIE CHARLOTTE CORTES RENDON,, Proceedings ,10.3390/proceedings2019022066, 2504-3900, Proceedings , 2019,22 ,N/A , 66 , 66,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Exploring the Potential Energy Surface of Trimetallic Deltahedral Zintl Ions: Lowest-Energy [Sn6Ge2Bi]3¿ and [(Sn6Ge2Bi)2]4¿ Structures, Publicado en revista especializada, EDISON HUMBERTO OSORIO LOPEZ,, Inorganic Chemistry ,10.1021/acs.inorgchem.9b01206, 0020-1669, Inorganic Chemistry , 2019,58 ,15 , 10057 , 10064,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Carbon rings decorated with group 14 elements: new aromatic clusters containing planar tetracoordinate carbon, Publicado en revista especializada, EDISON HUMBERTO OSORIO LOPEZ,, New Journal of Chemistry ,10.1039/C9NJ01022J, 1369-9261, New Journal of Chemistry , 2019,43 , , 6781 , 6785,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Tres estrategias de enseñanza para un curso de pensamiento sistémico: Experiencia de un laboratorio de aprendizaje y experimentación pedagógica, Publicado en revista especializada, ANDRES FELIPE ASTAIZA MARTINEZ,, Revista de Estudios y Experiencias en Educación ,10.21703/0718-5162.v21.n45.2022.024, 0717-6945, Revista de Estudios y Experiencias en Educación , 2022,21 ,45 ,  , ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Apropiación social de las TIC y asociacionesagrícolas del sector rural: revisión sistemáticade la literatura 2010-2020, Publicado en revista especializada, ANGELA MARIA LOPERA MOLANO,Brasil, Texto Livre ,10.35699/1983-3652.2022.37365, 1983-3652, Texto Livre , 2022,15 ,e37365 , 1 , 16,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Social network analysis to understand the dynamics of global supply chains, Publicado en revista especializada, JOSE DAVID MEISEL DONOSO,Inglaterra, Kybernetes ,10.1108/K-02-2022-0191, 0368-492X, Kybernetes , 2022,N/A ,N/A , 1 , 30,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Variations of Rotating Savings and Credit Associations for Community Development, Publicado en revista especializada, IVAN DARIO HERNANDEZ UMANA,, IEEE Transactions on Computational Social Systems ,10.1109/TCSS.2022.3167266, 2329-924X, IEEE Transactions on Computational Social Systems , 2022,N/A , , 1 , 9,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Co-creación de un ambiente de enseñanza constructivista para un curso de pensamiento sistémico: un proceso de investigación-acción educativa, Publicado en revista especializada," ANDRES FELIPE ASTAIZA MARTINEZ, MARIA ISABEL CASTILLO BOHORQUEZ, GINA ALEXANDRA ROJAS LEON, JULIO EDUARDO MAZORCO SALAS, JOSE JAIR GONZALEZ LOPEZ",España, Márgenes (Málaga) ,10.24310/mgnmar.v3i1.12913, 2695-2769, Márgenes (Málaga) , 2022,3 ,1 , 84 , 104,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Co-creación de un ambiente de enseñanza constructivista para un curso de pensamiento sistémico: un proceso de investigación-acción educativa, Publicado en revista especializada, ANDRES FELIPE ASTAIZA MARTINEZ,, Márgenes (Málaga) ,10.24310/mgnmar.v3i1.12913, 2695-2769, Márgenes (Málaga) , 2022,3 ,1 , 84 , 104,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Co-creación de un ambiente de enseñanza constructivista para un curso de pensamiento sistémico: un proceso de investigación-acción educativa, Publicado en revista especializada," GINA ALEXANDRA ROJAS LEON, MARIA ISABEL CASTILLO BOHORQUEZ, ANDRES FELIPE ASTAIZA MARTINEZ, JULIO EDUARDO MAZORCO SALAS, JOSE JAIR GONZALEZ LOPEZ",España, Márgenes (Málaga) ,10.24310/mgnmar.v3i1.12913, 2695-2769, Márgenes (Málaga) , 2022,3 , , 84 , 104,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Co-creación de un ambiente de enseñanza constructivista para un curso de pensamiento sistémico: un proceso de investigación-acción educativa, Publicado en revista especializada," MARIA ISABEL CASTILLO BOHORQUEZ, ANDRES FELIPE ASTAIZA MARTINEZ, GINA ALEXANDRA ROJAS LEON, JULIO EDUARDO MAZORCO SALAS, JOSE JAIR GONZALEZ LOPEZ",España, Márgenes (Málaga) ,10.24310/mgnmar.v3i1.12913, 2695-2769, Márgenes (Málaga) , 2022,3 ,1 , 84 , 104,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,"The Role of Transformative Innovation for SDGs Localisation. Insights from the South-African ""Living Catchments Project""", Publicado en revista especializada, DIANA CAROLINA VELASCO MALAVER,, Journal of Human Development and Capabilities ,10.1080/19452829.2021.1986688, 1945-2829, Journal of Human Development and Capabilities , 2021,N/A , , 1 , 11,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Ratio-based design hour determination for airport passenger terminal facilities, Publicado en revista especializada, EDGAR RAMIRO JIMENEZ PEREZ,, Journal of Air Transport Management ,10.1016/j.jairtraman.2021.102125, 0969-6997, Journal of Air Transport Management , 2021,96 ,N/A , 102125 , ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Revisión crítica de las perspectivas sociológicas sobre las psicoterapias: aportes para comprender una de las prácticas mas influyentes en los modelos del yo contemporáneos, Publicado en revista especializada, ANDRES FELIPE ASTAIZA MARTINEZ,Colombia, Revista Colombiana De Ciencias Sociales ,10.21501/22161201.3551., 2216-1201, Revista Colombiana De Ciencias Sociales , 2021,12 ,2 , 870 , 897,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Diseño de una metodología para la co-creación de ambientes saludables en entornos educativos universitarios, Publicado en revista especializada," JULIO EDUARDO MAZORCO SALAS, GINA ALEXANDRA ROJAS LEON, JENNY RUEDA DUARTE, REYNEL FELIPE GOMEZ ROMERO, MARIA CONSTANZA GRANADOS MENDOZA",Colombia, Hacia La Promocion De La Salud ,10.17151/hpsal.2021.26.2.5, 0121-7577, Hacia La Promocion De La Salud , 2021,26 ,2 , 49 , 67,,,
